支付宝交易记录明细查询
账号:[15214335218]
起始日期:[2020-08-13 00:00:00]    终止日期:[2020-09-13 14:49:07]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
20200913367666567021 	,                    	,2020-09-13 04:36:24 ,                    ,2020-09-13 04:36:24 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2020.09.12-收益发放 ,0.29    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020091222001494020544877765	,105_202009126904000901149814	,2020-09-12 21:07:53 ,2020-09-12 21:07:53 ,2020-09-12 21:07:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴打车-陈师傅            ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200912362377193021 	,                    	,2020-09-12 04:51:28 ,                    ,2020-09-12 04:51:28 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2020.09.11-收益发放 ,0.31    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020091122001494020536216120	,db101fb44c4c4785823230e8d011951a	,2020-09-11 19:35:22 ,2020-09-11 19:35:23 ,2020-09-11 19:35:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,2.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200911356777541021 	,                    	,2020-09-11 05:40:26 ,                    ,2020-09-11 05:40:26 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2020.09.10-收益发放 ,0.29    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020091022001494020528022157	,14566a7713e9462c82c799c582a30224	,2020-09-10 18:56:42 ,2020-09-10 18:56:43 ,2020-09-10 18:56:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020091022001494020518363214	,SH1068-20200910-K1042-080220	,2020-09-10 08:47:11 ,2020-09-10 08:47:12 ,2020-09-10 08:47:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,肯德基(真北路地铁站)     ,真北路地铁站-SH1068       ,11.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020091022001494020517421216	,20200910073810457054018841410012	,2020-09-10 07:38:14 ,2020-09-10 07:38:14 ,2020-09-10 07:38:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市丰巢科技有限公司     ,寄件                  ,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200910349364542021 	,                    	,2020-09-10 05:56:42 ,                    ,2020-09-10 05:56:42 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2020.09.09-收益发放 ,0.29    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020090922001494021447196936	,P86M6666031200909581468239616	,2020-09-09 19:51:19 ,2020-09-09 19:51:20 ,2020-09-09 19:51:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海中原店           ,光明优倍高品质鲜牛奶 950毫升/盒等2类商品,33.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020090922001494021446719507	,SXA1O103488667166   	,2020-09-09 16:24:03 ,2020-09-09 16:24:04 ,2020-09-09 16:24:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,全家便利店(上海区域店)    ,上海全家购物              ,7.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020090922001494021447320043_20200909000000022000000090098115	,20200909073509082063018991410012	,2020-09-09 10:05:35 ,                    ,2020-09-09 10:05:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市丰巢科技有限公司     ,退款-寄件               ,6.00    ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020090922001494021446610976	,SXA1O103448984466   	,2020-09-09 09:08:57 ,2020-09-09 09:08:58 ,2020-09-09 09:08:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,全家便利店(上海区域店)    ,上海全家购物              ,11.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020090922001494021447320043	,20200909073509082063018991410012	,2020-09-09 07:35:12 ,2020-09-09 07:35:12 ,2020-09-09 10:05:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市丰巢科技有限公司     ,寄件                  ,6.00    ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20200909340043308021 	,                    	,2020-09-09 05:25:26 ,                    ,2020-09-09 05:25:26 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2020.09.08-收益发放 ,0.29    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020090822001494021446662331	,20090870095332687507	,2020-09-08 20:08:27 ,2020-09-08 20:08:27 ,2020-09-08 20:08:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,阿拉丁麻辣烫(中原麻辣烫必吃店)外卖订单,23.87   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
